-1.170508605802268232e+00,7.471403136002390255e-01,2.455174288097921320e-01,-1.856164639790303328e+00,6.412135643462929524e-01,2.555096407145567738e+00,-1.518127704539146583e+00
-1.286024571260248273e+00,8.971610212160205933e-01,2.483422749814621633e-01,-1.651834310200908762e+00,8.186503863726500851e-01,2.151957403416600467e+00,-1.431822497037465780e+00
-1.155037532936062483e+00,7.071530157840812958e-01,2.859632042153334996e-01,-1.973431875856622497e+00,5.223247285640916227e-01,2.817722714293894093e+00,-1.639580905653872600e+00
-1.109383426577374099e+00,9.510974314702855814e-01,2.797517333373194526e-01,-1.389746147561658818e+00,-6.571636140833032880e-02,1.969503021159272116e+00,-1.418381469937697759e+00
-8.393040277205013888e-01,9.875597067739794177e-01,2.556274201875000651e-01,-1.379249006897288909e+00,-8.358871146955703102e-01,1.796401667139647662e+00,-2.754792975557331935e+00
-1.157992154000097917e+00,7.090813059479779135e-01,2.971220041841140524e-01,-1.966749250378542646e+00,1.476006039394262892e+00,2.825546890457482530e+00,-2.048439764652286943e+00
-8.176460655966099056e-01,7.189712520947000307e-01,1.010340401550583744e-01,-1.893334631517257893e+00,-1.333631051343911356e+00,2.447348158878660751e+00,6.253426776376430629e-01
1.034539497279092224e+00,-1.494498784156822246e+00,-2.013370175120167360e+00,-1.876007977476112254e+00,-9.642913677505039471e-01,2.545042207255043376e+00,-2.529937343177613429e-01
1.229143683621757965e+00,-1.572247623479674949e+00,-1.933019619853004967e+00,-1.453239833123727509e+00,-6.312005641778180021e-01,1.955343745047829040e+00,-7.107350724023521193e-01
1.019948186716798766e+00,-1.451906030096270950e+00,-2.037702478708115272e+00,-2.009583856580550165e+00,-2.226956389347709564e+00,2.611969810669274139e+00,1.471228764310499759e+00
1.582909248635204325e+00,-1.562779609350522847e+00,-1.894274481488947171e+00,-1.013366365784575951e+00,-8.420988086859376720e-01,1.466938543139575613e+00,-1.543865881391818462e+00
1.389243465141611900e+00,-1.166453268084609585e+00,-2.056804392277375992e+00,-1.958392001755253187e+00,-1.911718981858358202e+00,2.026120697222163702e+00,-1.476568593434500754e-01
1.758205763084846440e+00,-1.317254507270478658e+00,-2.058107898711478256e+00,-1.549525427215977524e+00,-1.735122933658981292e+00,1.392955234406310971e+00,3.565165885260114242e-01
1.441684539445953872e+00,-1.351338973423852785e+00,-2.075148233755091720e+00,-1.386611634928859083e+00,-6.858622174013353501e-01,1.861910307939658393e+00,-4.763980607412985901e-01
1.762402429795477676e-01,1.497085803269112558e+00,-1.282438367737989138e+00,-2.002588737829805510e+00,2.212063334288269179e+00,1.652922035415967272e+00,-1.579778155259614625e+00
-1.624133095051112918e-01,1.499410968425471502e+00,-1.315134933137057205e+00,-1.475754949736680199e+00,1.713753399494683638e+00,1.328390460106738447e+00,-1.748251674851538651e+00
2.989687269032650363e-01,1.636470488916965227e+00,-1.334779026507836086e+00,-1.599675991004377629e+00,1.068880427892561213e+00,1.955298041411098531e+00,-7.220441454457205976e-01
4.571200355981031582e-01,1.531769681164611097e+00,-1.200182262787188092e+00,-2.026605732637100310e+00,2.050034502684673576e+00,2.371341094520345916e+00,-2.002310008265163754e-01
7.809920397505424119e-03,1.550963868763181708e+00,-1.329152036789565061e+00,-1.298393144838520197e+00,1.095278919930258832e+00,1.582684705615068355e+00,-6.762526400748676558e-02
-1.358094321593903697e-01,1.539754040528263701e+00,-1.265553874818902136e+00,-1.063522749231600839e+00,9.610684843808414701e-01,1.454243260477257493e+00,-1.739886467478219512e+00
